Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
France,"Goods exports (BoP, current US$)",1.60224E+11,1.71543E+11,2.07666E+11,2.08617E+11,2.2687E+11,1.9924E+11,2.2451E+11,2.70596E+11,2.74326E+11,2.82081E+11,2.97937E+11,2.96888E+11,2.93576E+11,2.91429E+11,3.05729E+11,3.59538E+11,4.16747E+11,4.39683E+11,4.8505E+11,5.44317E+11,6.03018E+11,4.71025E+11,5.07695E+11,5.86877E+11,5.60945E+11,5.82361E+11,5.80549E+11,5.21964E+11,5.21166E+11,5.59708E+11,6.13301E+11,5.96381E+11,5.0636E+11,6.22099E+11,6.69608E+11
French Polynesia,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,161960821.6,146180960.9,175432071.2,204014362.2,197983749.5,235264009.3,194564965.6,145948093.2,153547729.5,151867080.3,127709287.6,149823748.9,166564844.8,127546657.6,177872511.2,,,,,,
Gabon,"Goods exports (BoP, current US$)",1195575389,1626007853,2488753706,2227878795,2259231296,2326225454,2365253771,2726790128,3332868537,3032514783,1907623722,2494702234,3316005160,2610283064,2553387548,3176741230,4069151643,5456881215,,6835631258,9102957320,6375786637,8857671180,10150682274,9782623976,9358638267,8290404601,5112624090,,,,,,,
"Gambia, The","Goods exports (BoP, current US$)",83563600.58,92932325.73,114164347.3,129907443.5,150915357.9,152428797.5,123818447,122116267.9,117206253.8,116517704,,,,,,64763795.25,106803699.6,104324892.1,108864032.6,134326682.9,205501524.2,174206723.2,139924085,114484164.4,125849801.6,131408760.8,123864451.2,107519931.8,91204884.07,139399656.5,157697874.3,154459514.3,70055726.84,31655923.68,
Georgia,"Goods exports (BoP, current US$)",,,,,,,,,,376500000,299900000,329500000,478268156.8,484859636.7,574299221.8,767531420.2,1055062736,1413899873,1586400631,2055612536,2387584323,1853711316,2393250865,3222953097,3459098760,4190759927,3995072600,3021038529,2864698017,3569916756,4406503034,4945568727,4346525927,5539339212,7536250086
Germany,"Goods exports (BoP, current US$)",3.10888E+11,3.28368E+11,3.9602E+11,3.83561E+11,4.08936E+11,3.60085E+11,4.05095E+11,4.94674E+11,4.95725E+11,4.83802E+11,5.10451E+11,5.10797E+11,5.17849E+11,5.36597E+11,5.78744E+11,7.01377E+11,8.53217E+11,9.19536E+11,1.05773E+12,1.2707E+12,1.39851E+12,1.07464E+12,1.21241E+12,1.43025E+12,1.37352E+12,1.423E+12,1.47031E+12,1.29437E+12,1.30509E+12,1.41993E+12,1.52479E+12,1.4665E+12,1.35975E+12,1.61408E+12,1.6317E+12
Ghana,"Goods exports (BoP, current US$)",881000000,808200000,896800000,997700000,986300000,1063600000,1237700000,1431200000,1570000000,1489860000,2090800000,2005500000,1936321433,1867114038,2015190116,2562560897,2704467546,2802195812,3726674820,4172139004,5269730513,5839700000,7960080000,12785406533,13552347535,13751918378,13216778567,10321186611,11136878170,13834850000,14942720191,15667527637,14471527063,14727459381,17494360981
Greece,"Goods exports (BoP, current US$)",6015000000,6074000000,6458000000,6911000000,6076000000,5112000000,5338000000,5918000000,5890000000,5576000000,,8390919224,10120149407,10502103046,9771471868,12485857067,15629355371,17461520087,20138995839,23747394212,28869024559,20993418271,22244488075,27471481985,27884573855,35699800208,35577819517,27518376686,27229570716,31702637913,38208484097,36308417145,33035804104,46237172636,56191148890
Greenland,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,"Goods exports (BoP, current US$)",33185185.19,31111111.11,29285185.19,25318518.52,23518518.52,22740740.74,25240740.74,24570370.37,24925925.93,32800000,45948148.15,74296296.3,82959259.26,63604511.11,41411111.11,45544444.44,37509111.11,32865137.04,32285492.59,40732086.67,40466671.85,35292697.41,31126358.52,37153500.37,42813457.04,46520555.56,46773412.07,43712080.94,38532402.53,41308471.41,45511794.85,47949438.72,28554717.45,44271782.74,50912550.16
Guatemala,"Goods exports (BoP, current US$)",1073300000,1126100000,1211400000,1230000000,1283700000,1363200000,1550100000,1991000000,2061300000,2390700000,2561900000,2492900000,2713000000,2464772781,2473154944,2631743683,5105100000,5459500000,6082100000,6983200000,6763967850,6181335510,7195611440,8968698780,8579639570,8663107030,9375330050,9084883040,8972542240,9650544060,9644081760,9918523510,10126634020,12413545620,14281666360
Guinea,"Goods exports (BoP, current US$)",511870000,595570000,671210000,687130000,517150000,561100000,515670000,582750000,636532000,626100000,692960000,635670000,667477322.9,734671471,707008000,609262640.8,725550000,842810000,1032580000,1203200000,1342010000,1049720000,1471210000,1428340000,1927590000,1886260000,2066340769,1781147781,2414302954,4595010000,3978070000,3945350000,8931210000,10238880000,8752570000
Guinea-Bissau,"Goods exports (BoP, current US$)",15900000,14200000,19260000,20440000,6470000,15960000,33210000,23900000,21610000,48860000,,,,62888919.96,54381121.24,65010288.36,75747019.97,89618682.46,74139860.91,107040670,128131430.6,121641030.4,126600766.8,237992932,131358384.9,152792474.9,165964114.8,252246891.9,164008200,340159827.9,339532095.6,248788803.6,213798110.2,299866729.6,
Guyana,"Goods exports (BoP, current US$)",,,,,381700000,415500000,463400000,495700000,572300000,590600000,545100000,522300000,502900000,485400000,490100000,508000000,583994000,545631000,579602000,674881000,801519876.9,768183772.6,884979901,1129076609,1415453833,1375114818,1167188505,1151257152,1434405435,1437329894,1377136300,1567001510,2589971096,4355912633,
Honduras,"Goods exports (BoP, current US$)",889450000,911200000,895200000,840600000,839300000,872800000,939500000,1189700000,1434500000,1548600000,1611900000,1217800000,1314705270,1284495948,1260374972,1364490593,1645233030,1898017953,2108748546,2542674037,2848173165,2375026869,2831735681,3977560167,4419765998,3915824469,4087751951,3991554376,3940383961,4573643423,4365091335,4265179405,4291559021,5236038042,6134001209
"Hong Kong, China","Goods exports (BoP, current US$)",,,,,,,,,,,1.5998E+11,1.57936E+11,1.84764E+11,1.76798E+11,1.86197E+11,2.09509E+11,2.42917E+11,2.74879E+11,3.03914E+11,3.30036E+11,3.54231E+11,3.16631E+11,3.88901E+11,4.37661E+11,4.68398E+11,5.06204E+11,5.1416E+11,5.01728E+11,5.0155E+11,5.4046E+11,5.68131E+11,5.43059E+11,5.41268E+11,6.73501E+11,6.14665E+11
Hungary,"Goods exports (BoP, current US$)",9988949655,10492947125,9151260811,9687529645,10096604497,8118736152,7648220894,11297475281,11947574970,15080009951,18462289251,20379578894,24476084604,26724180054,30972099192,38548335247,52170305748,60095050071,71444353179,91650574856,1.05754E+11,79295688985,87582997362,99810386213,89883270321,93298597968,98055213654,87033701009,86948512417,96278354988,1.04603E+11,1.03618E+11,1.01421E+11,1.19362E+11,1.30866E+11
Iceland,"Goods exports (BoP, current US$)",1425400000,1401500000,1588537736,1551428276,1528960412,1398537999,1560040901,1803609058,1889498251,1851783899,1917572130,1950022115,1828277795,1890585937,2109265078,2246154626,2741066106,2889198763,3099263874,4118761333,4654249887,3718839976,4123232726,4852948532,4608969569,4595544708,4895694603,4681651697,4516717479,5001707452,5720073407,5351948671,4691292459,6050113139,7460320161
India,"Goods exports (BoP, current US$)",13509794583,16143880746,18286186694,18094877656,20019380807,22015873054,25522526248,31238525606,33737287503,35702052076,34075707693,36877276369,43246625500,44793193849,51141118294,60893318399,77921854646,1.02403E+11,1.23876E+11,1.5353E+11,1.99065E+11,1.67958E+11,2.30967E+11,3.07847E+11,2.98321E+11,3.1911E+11,3.28387E+11,2.72353E+11,2.68615E+11,3.04107E+11,3.32087E+11,3.31272E+11,2.81545E+11,4.02424E+11,4.58272E+11
Indonesia,"Goods exports (BoP, current US$)",19509000000,22974000000,26807000000,29635000000,33796000000,36607000000,40223000000,47454000000,50188000000,56298000000,50370971800,51241887522,65407380000,57364570000,59165120000,64109240000,66084130000,81682380000,98250970000,1.11301E+11,1.3221E+11,1.13266E+11,1.49966E+11,1.91109E+11,1.87347E+11,1.82089E+11,1.75293E+11,1.49124E+11,1.4447E+11,1.68883E+11,1.80725E+11,1.68455E+11,1.63402E+11,2.32835E+11,2.92538E+11
"Iran, Islamic Rep.","Goods exports (BoP, current US$)",10709000000,13081000000,19305000000,18661000000,19868000000,18080000000,19434000000,18360000000,22391000000,18381000000,13118000000,21030000000,28345000000,,,,,,,,,,,,,,,,,,,,,,
Iraq,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,23697400000,30529400000,39587000000,63728200000,39429300000,51760300000,79684000000,94207000000,90586782324,85369500000,51337497778,41298300000,57559100000,86359900000,81585200000,46829000000,73083800000,
Ireland,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,1.07715E+11,1.11216E+11,1.27343E+11,1.29848E+11,1.18315E+11,1.18764E+11,1.27555E+11,1.30885E+11,1.31061E+11,1.51911E+11,2.2219E+11,2.1369E+11,2.23826E+11,2.49522E+11,2.54663E+11,2.7733E+11,3.31924E+11,3.72106E+11
Israel,"Goods exports (BoP, current US$)",10350300000,11142400000,12743400000,12232700000,13620800000,14925900000,17241800000,19525700000,21289100000,22573300000,22778300000,25456800000,30890200000,27967600000,27645500000,30395500000,37157700000,40725500000,43958900000,51302100000,58589500000,46716900000,56247300000,63044400000,60739800000,62949900000,63219300000,57075200000,55928300000,58178700000,60170200000,60360100000,59097100000,69758100000,79898500000
Italy,"Goods exports (BoP, current US$)",1.27923E+11,1.40538E+11,1.70407E+11,1.69949E+11,1.78689E+11,1.68697E+11,1.90573E+11,2.33226E+11,2.51275E+11,2.39502E+11,2.4183E+11,2.29615E+11,2.33992E+11,2.3914E+11,2.48636E+11,2.93496E+11,3.45971E+11,3.64686E+11,4.08461E+11,4.89391E+11,5.32732E+11,3.97127E+11,4.34882E+11,5.06933E+11,4.83796E+11,5.01129E+11,5.14672E+11,4.47324E+11,4.49581E+11,4.91177E+11,5.32948E+11,5.13847E+11,4.74601E+11,5.86999E+11,6.22317E+11
Jamaica,"Goods exports (BoP, current US$)",898400000,1028900000,1190600000,1196700000,1116500000,1105400000,1548000000,1796000000,1721000000,1700300000,1613400000,1499100000,1562800000,1454400000,1309100000,1385600000,1601625808,1664320000,2133613000,2362580537,2743891964,1387723875,1370358549,1666090336,1728499366,1580479634,1448619237,1254861538,1188319201,1350869098,1960961118,1653218414,1250578464,1480794869,1901510456
Japan,"Goods exports (BoP, current US$)",,,,,,,,,3.9524E+11,4.03959E+11,3.69624E+11,3.98926E+11,4.54301E+11,3.79094E+11,3.90953E+11,4.43877E+11,5.33531E+11,5.70982E+11,6.19219E+11,6.80623E+11,7.49118E+11,5.48145E+11,7.35436E+11,7.89951E+11,7.7664E+11,6.9494E+11,6.99181E+11,6.22038E+11,6.35821E+11,6.88665E+11,7.35578E+11,6.95179E+11,6.305E+11,7.49753E+11,7.51746E+11
Jordan,"Goods exports (BoP, current US$)",1007437471,1109430328,1063813537,1129469207,1218924508,1246308319,1424454581,1769589378,1816925247,1835543018,1802397743,1831875882,1899294781,2294419190,2769958231,3081664316,3882933709,4301410437,5204372355,5731454731,7937108747,6375070423,7028309859,8006338028,7886619718,7912535211,8385352113,7832957746,7548732394,7511408451,7750281690,8317323944,7943239437,9357464789,12380281690
Kazakhstan,"Goods exports (BoP, current US$)",,,,,,,,5440000000,6291600000,6899300000,5870500000,5988700000,9287045820,8922759340,10018193941,13223380776,20595728373,29693647519,39938585194,51953709284,67001557299,47909872863,62684092722,89062790048,86876287419,87699198139,70106327628,41647392523,37021558674,49469468607,59025316879,59541448681,44065071708,65790637963,85417987492
Kenya,"Goods exports (BoP, current US$)",1072738645,1000512011,1090170385,1185348191,1099425249,2335641001,2647021480,1908394032,2066338712,2057847269,2013690992,1756694528,1778396179,1888506138,2159397466,2409571843,2723419273,3459469536,3509011372,4123210762,5028644478,4492093091,5210877279,5833526949,6212262084,5846194605,6218926449,5970149702,5747698482,5801181358,6086592995,5870736830,6051680922,6789019929,7418914097
Kiribati,"Goods exports (BoP, current US$)",5593369.317,5506894.161,3341772.547,3631531.697,5517577.348,4282042.215,6148780.754,,,,,,,,,,,,3271661.065,11262259.82,9178987.903,7415973.315,6658012.458,11476792.42,10190044.86,8082631.623,11503530.41,11026875.26,11594331.5,15239353.76,8402673.129,12342915.15,9672648.562,9540913.088,
"Korea, Rep.","Goods exports (BoP, current US$)",56353000000,57861500000,59861300000,67400800000,73489000000,80789600000,91980100000,1.19578E+11,1.24427E+11,1.32367E+11,1.27539E+11,1.36031E+11,1.69524E+11,1.4642E+11,1.60956E+11,1.94912E+11,2.56054E+11,2.85262E+11,3.29111E+11,3.82803E+11,4.3291E+11,3.63931E+11,4.63835E+11,5.87213E+11,6.03665E+11,6.18393E+11,6.13397E+11,5.43083E+11,5.11926E+11,5.8031E+11,6.26267E+11,5.56668E+11,5.17909E+11,6.49475E+11,6.90462E+11
Kuwait,"Goods exports (BoP, current US$)",7708869231,11396305561,6988958416,1079964600,6547924899,10214068048,11254072338,12833068349,14946132302,14280588880,9617541451,12223458353,19478302068,16237357955,15366505435,21794459410,29000678656,45302739726,56453281105,62526133847,86943577755,54422928658,67130070024,1.02855E+11,1.19643E+11,1.15745E+11,1.04791E+11,55335404101,46616639445,55174736586,77080075563,64797372044,40248218410,68415645284,1.00314E+11
Kyrgyz Republic,"Goods exports (BoP, current US$)",,,,,,339613000,339961000,408930000,531180000,630810000,535066205,462553248,510921779,480256934,498087037,590334127.8,733182154.8,686837029.8,905995141.8,1337838495,1874366598,1693835675,1601821438,2343650875,2514741195,2757121227,2380088035,1571439692,1572558203,1749280010,1904511151,2025040704,2007177693,2770064333,2185320188
Lao PDR,"Goods exports (BoP, current US$)",57800000,63300000,78700000,96600000,132600000,162900000,201100000,216500000,246200000,188600000,187600000,162800000,330310000,319516009.5,300618172.8,335466769.5,363347319.4,553078978.1,882027566.5,922692491.1,1091908594,1052675939,1746404988,1853978326,2191257051,2264462724,3276461743,3653305209,4244774582,4873156451,5407819544,5805947282,6114934022,7694526807,
Latvia,"Goods exports (BoP, current US$)",,,,,799870954,1054374000,1021721000,1367556000,1220856000,1446650000,1591200000,1472600000,1320632273,1467396867,1717144162,2200702281,3356117901,4802928907,5621288817,7761428688,9083653308,7019487531,8828553085,11681460736,12485851949,13077254980,13693385426,11578687047,11609652101,13161497781,14851141943,14284486900,15396105905,19141280896,21786505985
Lebanon,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,1252135318,1773036253,2095977915,2360965475,2813853868,3574280000,4453620000,4187106636,4688709891,4798859609,5009904671,4498807105,4100346174,3551392094,3689155164,3754984062,3541666918,4535152732,3819041876,4299697383,
Lesotho,"Goods exports (BoP, current US$)",64030705.59,65928612.89,64517827.75,67519084.68,109083027.3,134476101.1,143485197.7,160078100.4,194993146.1,247780168.2,245198961.5,204726273.2,245033370.2,356355216.2,420445033.8,561093540.4,664450385.7,634295978.1,718189126.5,829702775.5,884044198.3,734145630,877656595.6,1174791344,972355680.3,847058693.3,875675941.7,928611432,881332185.3,1028349576,1221141695,1063508874,888797225.8,1060877473,1052349343
Libya,"Goods exports (BoP, current US$)",5653222833,7273658058,11351549902,10701806034,10191318833,8544199923,7704491748,7482812162,7930178183,8176561207,5326210760,7275812095,12038000000,10634000000,9851000000,12878000000,17425000000,28849000000,37473000000,46929000000,61950100000,37055000000,48935000000,19060000000,61026100000,46017900000,19300000000,10861000000,6764100000,18864600000,29830400000,29057800000,9311500000,,
Lithuania,"Goods exports (BoP, current US$)",,,,,,2025766034,2029209528,2706095000,3413150000,3398050000,3111600000,2324757500,3112837500,3855325000,4551917178,5788554279,8371250637,11210021347,13570935926,16243047655,22679951365,15569445921,19408634273,26231485526,27484416393,29393252408,27274887610,21797845832,21536926313,25761606303,28955487006,29049286326,29236161039,37365119551,43138334524
Luxembourg,"Goods exports (BoP, current US$)",,,,,,,,,,,,8564403833,8635025561,8998272777,9356833846,10900512579,13564430308,14402858330,16972081450,19364644086,23436394923,17671917238,23067541795,28368801451,25876276457,27781611445,27887846314,23651792391,23886048210,26449946769,28272900681,26889805663,24420596411,29389883160,28974793713
Macao,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,2355830716,2580661093,2812341293,2474495343,2557202250,2542426880,2046687227,1034521758,974777569.2,1060611933,1399725834,1493341508,1786989298,1959887183,1546518792,1746156336,1969165074,1855427531,4238498124,7997575179,6544803295
Madagascar,"Goods exports (BoP, current US$)",284498687.6,321334632.6,317612728.8,335100470.8,326250469.4,334557349.1,449699698.7,504921701.7,487519652.2,325780238.3,336751674.4,393578700.7,416345471.7,533276456,500912682.2,449484053.9,449294956.9,830775687.9,968904284.3,1239005248,1314383137,1053628511,1149778180,1473088462,1516163420,1821876610,2192525294,2046513285,2160447684,2804375509,3035724609,2612087659,1948329538,2707724600,3547068018
Malawi,"Goods exports (BoP, current US$)",293483682.3,268778222.3,406430228.7,475508884.6,399913920.9,317458635,323050499.6,445467180,509633340.2,540246014.2,539555137.2,448438226,403128764.8,427911821.8,422446556.1,567537365.7,517522318.3,541368481.9,721030301.1,803225021.9,950132334.9,1268360353,1142537954,1517954434,1276630885,1284363623,1532695812,1153803038,1066202435,909659464.3,945381810.8,1073624573,826529568.2,1076315677,
Malaysia,"Goods exports (BoP, current US$)",20979971615,24775903600,28805767364,33711910014,39822824729,46237998209,56897254715,71767170169,76985066233,77538264664,71882783883,83874236842,98240526316,87791578947,93315868421,1.0493E+11,1.26589E+11,1.41603E+11,1.61485E+11,1.76545E+11,1.99222E+11,1.58058E+11,1.87336E+11,2.15164E+11,2.08795E+11,2.02285E+11,2.07483E+11,1.74631E+11,1.6552E+11,1.86586E+11,2.05655E+11,1.97272E+11,1.86062E+11,2.4259E+11,2.81174E+11
Maldives,"Goods exports (BoP, current US$)",54347530,63700000,78000000,76200000,65100000,52720000,75430805.53,85011564.53,79939369.54,89650900.05,95626120.11,91485787.35,108673435.9,110209441.1,132449998.8,151994610.5,180972519,161637204.4,225246511.3,226956110.4,331382361.1,169042040.1,197500739.1,346378682.1,314420378.6,330965130.5,300867069.6,239837304.5,256195091,318339267,339229050.5,360685658.7,257624353.6,285385371.7,399744419.4
Mali,"Goods exports (BoP, current US$)",247105724.8,268488312.5,334894573.3,370604181.4,364046032.9,371941801.7,334921519,441832506.2,443643674.8,569342877.6,567351458.9,591346482.2,545450083,725755972.3,879245164.6,929773052.4,978186606,1101300693,1551627565,1557746501,2104147787,1779357224,2054591327,2392908835,3000961529,2874116180,2783096628,2717798728,2827967889,2903428336,3585281659,3675281453,4794043320,4857868683,
Malta,"Goods exports (BoP, current US$)",780096114.1,891267387.4,1191790176,1324553547,1603545262,1400849967,1613667580,1944905908,1781455671,1676183228,1830017181,2022852866,2483988594,2029562693,2346615447,2599908983,2720850882,2544580277,3238209457,3696501017,3652800210,2796839573,3345858199,3953506678,4117150706,3777115345,3356954506,2984806712,2890279171,3463040830,3777857699,3859895112,3458568936,3584499592,3818341450
Mauritania,"Goods exports (BoP, current US$)",437611418.1,447893463.1,443895842.9,435763461.6,406771481.2,402985507,399652033.2,476402820.4,480040809.9,423619281.8,358640144,,,,,,,,,,,,,,2640958168,2651470172,1938072314,1388560351,1400680263,1722378603,1895040485,2319241121,2590779667,2913808281,3824934095
Mauritius,"Goods exports (BoP, current US$)",1030233912,1025261589,1238069181,1253425347,1334686239,1334426940,1376920664,1571695749,1810557126,1600113342,1669302891,1589188620,1552221327,1628242397,1801304543,1898095892,1993109477,2138353971,2328840081,2237898295,2383940827,1938533433,2261494861,2564999784,2649119895,2868795076,3093875525,2661824493,2376428002,2341654010,2365715959,2222916853,1788849171,1961589921,2387566071
Mexico,"Goods exports (BoP, current US$)",20547000000,22842000000,26838000000,26855000000,27516000000,30031000000,34612960000,48438290000,58788200000,64863400000,1.17738E+11,1.3656E+11,1.66396E+11,1.59035E+11,1.61278E+11,1.64986E+11,1.88294E+11,2.14633E+11,2.50319E+11,2.72293E+11,2.91886E+11,2.29975E+11,2.9886E+11,3.50004E+11,3.71442E+11,3.80729E+11,3.97651E+11,3.80982E+11,3.74311E+11,4.09806E+11,4.51082E+11,4.6094E+11,4.17323E+11,4.95275E+11,5.78223E+11
"Micronesia, Fed. Sts.","Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,45043800,57029100,58659300,84021800,92498000,88086500,,,,,,,,
Moldova,"Goods exports (BoP, current US$)",,,,,,,618477000,739020000,822850000,833670000,575030000,400480000,375700000,443580000,524580000,655890000,794370000,886100000,786950000,1026000000,1179730000,929510000,1164601250,1742496062,1687510000,1898130000,1816490000,1506940000,1557780000,1866090000,1975050000,2118040000,1944420000,2562230000,3702040000
Mongolia,"Goods exports (BoP, current US$)",829100000,795800000,444800000,346500000,355800000,365800000,367000000,451000000,423400000,568500000,462300000,454235829,535831384.8,523158147.9,523944721,627300000,872060000,1066100611,1543882800,1950682432,2508571363,1880866791,2907879727,4055998011,3800449204,3789369724,5470846491,4446401782,4803976536,5834308756,6556543074,7182845039,6990663057,8135740052,9854201538
Montenegro,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,648334221,623167478.6,383721515.2,448968163.2,654178480.9,497633725,525252252,473231497.9,366221059,388020353,434357986.2,514288536.8,520790747.7,468945539.8,620771461.5,807558140
Morocco,"Goods exports (BoP, current US$)",3624004921,3330635461,4229137957,4282752640,3977570531,3695781789,3974044616,4712633326,4745707808,4677075796,4667019919,4865255064,4860330167,4704088968,5098232852,5529935423,6483546705,7328056004,8038370872,9884669615,15252247954,9166096929,12309391165,15945749512,16991999569,18261756867,19977019526,18618821762,19054117273,21506087030,24619714761,24694700800,23678514763,31674683734,36574755188
Mozambique,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,,,,1745256187,2381131626,2412120000,2653259648,2147183335,2333250120,3118274487,3855538399,4122638381,3916382362,3413270866,3328235536,4725302368,5012287397,4668914893,3588450287,5582547112,8280860681
Myanmar,"Goods exports (BoP, current US$)",165675676.6,222785107.6,222561318.8,248208683.4,531301140,630895694.2,857359502.3,933238773.8,937879657.7,974532500.4,1065148647,1070928697,1195108984,2036955438,1985874132,2329005517,2669379129,3502320472,4221698958,5402494812,5905367870,5903449906,7334734735,7699035580,8220307243,9403775779,10026283740,9957483517,9234804284,9810554818,11075561646,10840841174,,,
Namibia,"Goods exports (BoP, current US$)",,,1088345892,1179220770,1311283809,1293125510,1320435451,1418411755,1403724091,1343305446,1278298978,1196814090,1309458636,1146973877,1071605402,1261996024,1827466855,2063226777,2648252691,2918265945,3144058994,3021626222,3918541718,3875279049,4162374491,3774500095,3826834505,3210644829,3197456551,3743236986,4189938417,3879064991,3153332090,3572333689,4173186635
Nepal,"Goods exports (BoP, current US$)",193780954.9,161153117.1,217878003.6,274521869.4,376261839,397001459.9,368670723.7,349861549.5,388747760.2,413766812.5,482041860.1,612304439.4,776142672.3,720510374.5,632023022.3,703211811.4,773061293.2,902880578.6,848777042.7,924931909,986573075.6,837065298.5,900586741.3,998964290.6,1003958965,997068581,1022286756,813179963.9,762283423.3,835688143.4,932254409.4,1110916913,890100720.9,1721683725,1497288703
Netherlands,"Goods exports (BoP, current US$)",98479037576,1.03556E+11,1.23504E+11,1.23625E+11,1.29904E+11,1.22032E+11,1.35883E+11,1.89151E+11,1.88377E+11,1.81972E+11,1.905E+11,1.90553E+11,1.9728E+11,1.96833E+11,2.03107E+11,2.56486E+11,3.23061E+11,3.53609E+11,4.01569E+11,4.73792E+11,5.37979E+11,4.23464E+11,4.77657E+11,5.54904E+11,5.46694E+11,5.67629E+11,5.70983E+11,4.6417E+11,4.65613E+11,5.20637E+11,5.72564E+11,5.4888E+11,5.25018E+11,6.63328E+11,7.30197E+11
New Caledonia,"Goods exports (BoP, current US$)",,,,,,,,,,,,,,,462088356.9,778137446.6,1009202644,1089617353,1343606490,2122423177,1232748318,972265053.2,1416489168,1683954338,1333529494,1246380654,1602194480,1239093536,1335172987,,,,,,
New Zealand,"Goods exports (BoP, current US$)",,,,,,,,,,,,,13378368334,13806438286,14440520578,16795208945,20526366445,22014762971,22494740287,27241374989,31087598294,25225627095,31726991061,38119823155,37648283678,39728580834,41975713369,34457991638,33678825200,38285138029,39917330737,39687127760,38280232662,45097223341,46174446876
Nicaragua,"Goods exports (BoP, current US$)",235700000,318700000,332400000,268100000,223100000,267000000,338600000,469800000,470900000,581700000,579400000,552300000,649900000,599000000,567400000,622300000,772300000,880430000,1644000000,1927200000,2151300000,2091400000,2726100000,3416100000,3919400000,3879000000,4175800000,3873400000,3794600000,4179500000,4197400000,4341000000,4395800000,5574100000,6309700000
